"Date Printed: Sunday, January 26, 2025 9:48:28 PM"
Title: "HIV prevalence | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | Alameda County, CA | Alpine County, CA | Amador County, CA | Butte County, CA | Calaveras County, CA | Colusa County, CA | Contra Costa County, CA | Del Norte County, CA | El Dorado County, CA | Fresno County, CA | Glenn County, CA | Humboldt County, CA | Imperial County, CA | Inyo County, CA | Kern County, CA | Kings County, CA | Lake County, CA | Lassen County, CA | Los Angeles County, CA | Madera County, CA | Marin County, CA | Mariposa County, CA | Mendocino County, CA | Merced County, CA | Modoc County, CA | Mono County, CA | Monterey County, CA | Napa County, CA | Nevada County, CA | Orange County, CA | Placer County, CA | Plumas County, CA | Riverside County, CA | Sacramento County, CA | San Benito County, CA | San Bernardino County, CA | San Diego County, CA | San Francisco County, CA | San Joaquin County, CA | San Luis Obispo County, CA | San Mateo County, CA | Santa Barbara County, CA | Santa Clara County, CA | Santa Cruz County, CA | Shasta County, CA | Sierra County, CA | Siskiyou County, CA | Solano County, CA | Sonoma County, CA | Stanislaus County, CA | Sutter County, CA | Tehama County, CA | Trinity County, CA | Tulare County, CA | Tuolumne County, CA | Ventura County, CA | Yolo County, CA | Yuba County, CA | American Indian/Alaska Native | Asian | Black/African American | Hispanic/Latino | Multiracial | Native Hawaiian/Other Pacific Islander | White | Both sexes | Ages 13 years and older | All transmission categories""
Footnote(s): Data for 2023 and 2024 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Numbers less than 12͵ and rates and percentages based on these numbers͵ should be interpreted with caution. HIV diagnoses and PrEP data for the year 2020͵ which coincided with the onset of the COVID-19 pandemic͵ should be interpreted with caution due to the impact of the pandemic on access to HIV testing͵ PrEP prescriptions͵ and care-related services. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
   Prevalence data for the year 2022 are preliminary and based on death data received by CDC as of December 2023. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for death reporting by jurisdiction.
   ^ Jurisdiction with incomplete reporting of deaths for most recent year.
   The 'Sex' column is used for either sex assigned at birth or gender identity.
   NA - Not applicable.



Indicator,Year,State,County,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV prevalence","2018","CA","Marin County","Marin County, CA","06041","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","35","590.0","5,932"
"HIV prevalence","2018","CA","Mariposa County","Mariposa County, CA","06043","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","392"
"HIV prevalence","2018","CA","Mariposa County","Mariposa County, CA","06043","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","250"
"HIV prevalence","2018","CA","Mariposa County","Mariposa County, CA","06043","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","175"
"HIV prevalence","2018","CA","Mariposa County","Mariposa County, CA","06043","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,636"
"HIV prevalence","2018","CA","Mariposa County","Mariposa County, CA","06043","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","23"
"HIV prevalence","2018","CA","Mariposa County","Mariposa County, CA","06043","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","12,439"
"HIV prevalence","2018","CA","Mariposa County","Mariposa County, CA","06043","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","437"
"HIV prevalence","2018","CA","Mendocino County","Mendocino County, CA","06045","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","2,822"
"HIV prevalence","2018","CA","Mendocino County","Mendocino County, CA","06045","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,551"
"HIV prevalence","2018","CA","Mendocino County","Mendocino County, CA","06045","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","7","1223.5","572"
"HIV prevalence","2018","CA","Mendocino County","Mendocino County, CA","06045","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","27","164.0","16,467"
"HIV prevalence","2018","CA","Mendocino County","Mendocino County, CA","06045","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","105"
"HIV prevalence","2018","CA","Mendocino County","Mendocino County, CA","06045","Ages 13 years and older","White","Both sexes","All transmission categories","120","236.5","50,738"
"HIV prevalence","2018","CA","Mendocino County","Mendocino County, CA","06045","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","8","440.5","1,816"
"HIV prevalence","2018","CA","Merced County","Merced County, CA","06047","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,007"
"HIV prevalence","2018","CA","Merced County","Merced County, CA","06047","Ages 13 years and older","Asian","Both sexes","All transmission categories","9","54.4","16,557"
"HIV prevalence","2018","CA","Merced County","Merced County, CA","06047","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","21","308.5","6,806"
"HIV prevalence","2018","CA","Merced County","Merced County, CA","06047","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","154","124.9","123,294"
"HIV prevalence","2018","CA","Merced County","Merced County, CA","06047","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","469"
"HIV prevalence","2018","CA","Merced County","Merced County, CA","06047","Ages 13 years and older","White","Both sexes","All transmission categories","92","143.1","64,292"
"HIV prevalence","2018","CA","Merced County","Merced County, CA","06047","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","14","412.5","3,394"
"HIV prevalence","2018","CA","Modoc County","Modoc County, CA","06049","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","229"
"HIV prevalence","2018","CA","Modoc County","Modoc County, CA","06049","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","85"
"HIV prevalence","2018","CA","Modoc County","Modoc County, CA","06049","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","79"
"HIV prevalence","2018","CA","Modoc County","Modoc County, CA","06049","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","999"
"HIV prevalence","2018","CA","Modoc County","Modoc County, CA","06049","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","23"
"HIV prevalence","2018","CA","Modoc County","Modoc County, CA","06049","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","5,979"
"HIV prevalence","2018","CA","Modoc County","Modoc County, CA","06049","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","170"
"HIV prevalence","2018","CA","Mono County","Mono County, CA","06051","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","230"
"HIV prevalence","2018","CA","Mono County","Mono County, CA","06051","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","343"
"HIV prevalence","2018","CA","Mono County","Mono County, CA","06051","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","94"
"HIV prevalence","2018","CA","Mono County","Mono County, CA","06051","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","3,005"
"HIV prevalence","2018","CA","Mono County","Mono County, CA","06051","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","40"
"HIV prevalence","2018","CA","Mono County","Mono County, CA","06051","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","8,585"
"HIV prevalence","2018","CA","Mono County","Mono County, CA","06051","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","214"
"HIV prevalence","2018","CA","Monterey County","Monterey County, CA","06053","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,175"
"HIV prevalence","2018","CA","Monterey County","Monterey County, CA","06053","Ages 13 years and older","Asian","Both sexes","All transmission categories","23","103.0","22,331"
"HIV prevalence","2018","CA","Monterey County","Monterey County, CA","06053","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","77","784.0","9,821"
"HIV prevalence","2018","CA","Monterey County","Monterey County, CA","06053","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","393","204.6","192,110"
"HIV prevalence","2018","CA","Monterey County","Monterey County, CA","06053","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,743"
"HIV prevalence","2018","CA","Monterey County","Monterey County, CA","06053","Ages 13 years and older","White","Both sexes","All transmission categories","213","183.7","115,951"
"HIV prevalence","2018","CA","Monterey County","Monterey County, CA","06053","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","17","230.3","7,380"
"HIV prevalence","2018","CA","Napa County","Napa County, CA","06055","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","501"
"HIV prevalence","2018","CA","Napa County","Napa County, CA","06055","Ages 13 years and older","Asian","Both sexes","All transmission categories","7","68.7","10,197"
"HIV prevalence","2018","CA","Napa County","Napa County, CA","06055","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","23","918.0","2,506"
"HIV prevalence","2018","CA","Napa County","Napa County, CA","06055","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","74","199.9","37,010"
"HIV prevalence","2018","CA","Napa County","Napa County, CA","06055","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","289"
"HIV prevalence","2018","CA","Napa County","Napa County, CA","06055","Ages 13 years and older","White","Both sexes","All transmission categories","154","233.8","65,867"
"HIV prevalence","2018","CA","Napa County","Napa County, CA","06055","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","9","368.3","2,444"
"HIV prevalence","2018","CA","Nevada County","Nevada County, CA","06057","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","0","0.0","711"
"HIV prevalence","2018","CA","Nevada County","Nevada County, CA","06057","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,130"
"HIV prevalence","2018","CA","Nevada County","Nevada County, CA","06057","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","406"
"HIV prevalence","2018","CA","Nevada County","Nevada County, CA","06057","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","15","201.5","7,444"
"HIV prevalence","2018","CA","Nevada County","Nevada County, CA","06057","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","147"
"HIV prevalence","2018","CA","Nevada County","Nevada County, CA","06057","Ages 13 years and older","White","Both sexes","All transmission categories","96","126.7","75,759"
"HIV prevalence","2018","CA","Nevada County","Nevada County, CA","06057","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,933"
"HIV prevalence","2018","CA","Orange County","Orange County, CA","06059","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","4","71.1","5,623"
"HIV prevalence","2018","CA","Orange County","Orange County, CA","06059","Ages 13 years and older","Asian","Both sexes","All transmission categories","485","84.5","574,002"
"HIV prevalence","2018","CA","Orange County","Orange County, CA","06059","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","351","775.7","45,250"
"HIV prevalence","2018","CA","Orange County","Orange County, CA","06059","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","3,416","402.8","848,144"
"HIV prevalence","2018","CA","Orange County","Orange County, CA","06059","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","6","79.0","7,597"
"HIV prevalence","2018","CA","Orange County","Orange County, CA","06059","Ages 13 years and older","White","Both sexes","All transmission categories","2,348","206.0","1,139,553"
"HIV prevalence","2018","CA","Orange County","Orange County, CA","06059","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","245","411.4","59,549"
"HIV prevalence","2018","CA","Placer County","Placer County, CA","06061","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,904"
"HIV prevalence","2018","CA","Placer County","Placer County, CA","06061","Ages 13 years and older","Asian","Both sexes","All transmission categories","11","43.1","25,520"
"HIV prevalence","2018","CA","Placer County","Placer County, CA","06061","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","19","340.1","5,587"
"HIV prevalence","2018","CA","Placer County","Placer County, CA","06061","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","72","166.4","43,282"
"HIV prevalence","2018","CA","Placer County","Placer County, CA","06061","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","690"
"HIV prevalence","2018","CA","Placer County","Placer County, CA","06061","Ages 13 years and older","White","Both sexes","All transmission categories","231","94.1","245,356"
"HIV prevalence","2018","CA","Placer County","Placer County, CA","06061","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","12","126.8","9,460"
"HIV prevalence","2018","CA","Plumas County","Plumas County, CA","06063","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","340"
"HIV prevalence","2018","CA","Plumas County","Plumas County, CA","06063","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","149"
"HIV prevalence","2018","CA","Plumas County","Plumas County, CA","06063","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","154"
"HIV prevalence","2018","CA","Plumas County","Plumas County, CA","06063","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,376"
"HIV prevalence","2018","CA","Plumas County","Plumas County, CA","06063","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","25"
"HIV prevalence","2018","CA","Plumas County","Plumas County, CA","06063","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","14,045"
"HIV prevalence","2018","CA","Plumas County","Plumas County, CA","06063","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","435"
"HIV prevalence","2018","CA","Riverside County","Riverside County, CA","06065","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","17","172.4","9,862"
"HIV prevalence","2018","CA","Riverside County","Riverside County, CA","06065","Ages 13 years and older","Asian","Both sexes","All transmission categories","132","95.7","137,928"
"HIV prevalence","2018","CA","Riverside County","Riverside County, CA","06065","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","737","576.0","127,941"
